Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Rwanda,RWA,..,..,..,..,..,..,..,..,0.0371,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Senegal,SEN,..,..,..,..,..,..,-0.0082,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Serbia,SRB,..,..,..,..,..,..,..,..,-1.7343,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Slovak Republic,SVK,..,..,..,..,..,..,..,5.485,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Slovenia,SVN,..,..,..,..,..,..,..,-0.8356,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Spain,ESP,..,..,..,..,..,..,..,-1.3208,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Sri Lanka,LKA,..,..,..,..,..,..,..,2.2146,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Sweden,SWE,..,..,..,..,..,..,..,2.0421,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Switzerland,CHE,..,..,..,..,..,..,..,2.4296,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Tanzania,TZA,..,..,..,..,..,..,3.3586,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Thailand,THA,..,..,..,..,..,..,..,..,4.8862,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Togo,TGO,..,..,..,..,..,..,..,..,..,..,2.7578,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Turkey,TUR,..,..,..,..,..,..,..,..,3.1834,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Uganda,UGA,..,..,..,..,..,..,..,3.5933,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Ukraine,UKR,..,..,..,..,..,..,..,..,..,3.9312,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,United Kingdom,GBR,..,..,..,..,..,..,..,-1.6701,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,United States,USA,..,..,..,..,..,..,..,..,-0.16,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Uruguay,URY,..,..,..,..,..,..,..,..,..,5.4766,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Vietnam,VNM,..,..,..,..,..,..,..,..,..,4.5077,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Albania,ALB,..,..,..,7.81,..,..,..,7.41,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Argentina,ARG,..,..,..,..,19.7,..,..,..,..,19.28,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Armenia,ARM,..,..,..,..,5.76,..,..,..,..,6.25,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Austria,AUT,..,..,52.68,..,..,..,..,53.73,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Belarus,BLR,..,..,..,..,13.16,..,..,..,..,19.48,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Belgium,BEL,..,..,46.88,..,..,..,..,47.92,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Bhutan,BTN,..,..,5.91,..,..,..,..,8.08,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Bolivia,BOL,..,..,..,..,10.83,..,..,..,..,13.69,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Brazil,BRA,..,..,..,..,15.18,..,..,..,..,18.53,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Bulgaria,BGR,..,..,14.7,..,..,..,..,15.73,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Cambodia,KHM,..,..,..,4.6,..,..,..,5.36,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Cameroon,CMR,..,..,4.08,..,..,..,..,..,..,5.27,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Chile,CHL,..,..,..,..,20.14,..,..,..,23.68,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Colombia,COL,..,..,..,..,12.2,..,..,..,..,14.82,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,1.51,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Congo, Rep.",COG,..,..,..,..,..,..,3.86,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Costa Rica,CRI,..,..,..,..,..,20.34,..,..,..,22.23,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Croatia,HRV,..,..,..,..,20.33,..,..,17.24,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Cyprus,CYP,..,..,50.79,..,..,..,..,46.91,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Czech Republic,CZE,..,..,25.81,..,..,..,..,26.3,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Denmark,DNK,..,..,48.29,..,..,..,..,49.05,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Dominican Republic,DOM,..,..,..,..,12.48,..,..,..,12.4,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Ecuador,ECU,..,..,..,..,9.58,..,..,..,..,11.88,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,El Salvador,SLV,..,..,..,..,9.32,..,..,..,..,9.96,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Estonia,EST,..,..,24.56,..,..,..,..,23.07,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Finland,FIN,..,..,46.79,..,..,..,..,49.35,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,France,FRA,..,..,51.51,..,..,..,..,52.53,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Georgia,GEO,..,..,..,..,5.41,..,..,..,..,6.58,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Germany,DEU,..,..,..,..,..,..,52.79,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Greece,GRC,..,..,34.68,..,..,..,..,22.36,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Honduras,HND,..,..,..,..,9.11,..,..,..,..,7.77,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Hungary,HUN,..,..,19.32,..,..,..,..,18.69,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Iceland,ISL,..,..,58.69,..,..,..,..,46.47,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,India,IND,..,..,..,..,..,..,3.63,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Indonesia,IDN,..,..,..,..,..,..,4.82,..,..,5.33,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Iran, Islamic Rep.",IRN,..,..,..,..,17.41,..,..,..,16.59,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Ireland,IRL,..,..,50.03,..,..,..,..,41.05,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Italy,ITA,..,..,43.54,..,..,..,..,39.72,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Kazakhstan,KAZ,..,..,..,9.13,..,..,..,..,11.99,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Kyrgyz Republic,KGZ,..,..,..,..,5.57,..,..,..,..,5.28,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Lao PDR,LAO,..,..,3.84,..,..,..,..,4.29,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Latvia,LVA,..,..,22.38,..,..,..,..,17.94,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
